,Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
18111,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Multiple renewables*,Multiple renewables*,Multiple renewables*,All types,2023,,,,264.39,,
18112,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2000,,,,,,0.02
18113,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2001,,,,,,0.02
18114,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2002,,,,,0.1,0.03
18115,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2003,,,,,,0.03
18116,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2004,,,,,,0.03
18117,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2005,,,,,,0.03
18118,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2006,,,,,,0.03
18119,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2007,,,,,,0.03
18120,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2008,,,,,,0.03
18121,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2009,,,,,,0.03
18122,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2010,,,,,,0.03
18123,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2011,,,,,,0.03
18124,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2012,,,,,0.09,0.03
18125,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2013,,,,,0.08,0.03
18126,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2014,,,,,,0.03
18127,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2015,,,,,,0.03
18128,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2016,,,,,1101.52,0.03
18129,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2017,,,,,33.61,0.24
18130,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2018,,,,,22.05,0.27
18131,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2019,,,,,0.81,0.46
18132,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2020,,,,,0.09,1.63
18133,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2021,,,,,16.06,3.54
18134,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2022,,,,,131.0,9.28
18135,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2023,,,,,,13.68
18136,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,All types,2020,,,,0.0,,
18137,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,All types,2021,,,,0.19,,
18138,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,All types,2022,,,,13.53,,
18139,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,All types,2023,,,,7.28,,
18140,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2000,6.0,0.6,,,,
18141,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2001,6.0,0.99,,,,
18142,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2002,6.0,1.03,,,,
18143,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2003,6.0,1.07,,,,
18144,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2004,7.0,1.09,,,,
18145,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2005,7.0,1.12,,,,
18146,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2006,7.0,1.16,,,,
18147,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2007,7.0,1.18,,,,
18148,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2008,7.0,1.23,,,,
18149,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2009,7.0,1.26,,,,
18150,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2010,8.0,1.27,,,,
18151,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2011,8.0,1.31,,,,
18152,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2012,8.0,1.32,,,,
18153,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2013,8.0,1.38,,,,
18154,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2014,9.0,1.42,,,,
18155,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2015,9.0,1.46,,,,
18156,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2016,9.0,1.52,,,,
18157,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2017,9.0,1.52,,,,
18158,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2018,9.0,3.58,,,,
18159,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2019,10.0,4.64,,,,
18160,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020,10.0,11.83,,,,
18161,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021,12.0,22.26,,,,
18162,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022,29.0,37.23,,,,
18163,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2023,29.0,50.8,,,,
18164,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2024,,50.8,,,,
18165,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2002,,,,0.09,,
18166,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2010,,,,0.0,,
18167,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2012,,,,0.08,,
18168,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2013,,,,0.06,,
18169,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2016,,,,1069.44,,
18170,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2017,,,,32.56,,
18171,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2018,,,,21.36,,
18172,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2019,,,,0.85,,
18173,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2020,,,,0.08,,
18174,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2021,,,,15.33,,
18175,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,All types,2022,,,,104.97,,
18176,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2017,5.39,9.8,,,,
18177,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2018,10.38,9.8,,,,
18178,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2019,132.06,18.45,,,,
18179,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020,190.8,70.89,,,,
18180,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021,323.02,158.71,,,,
18181,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022,502.6,442.81,,,,
18182,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2023,1205.36,665.19,,,,
18183,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2024,,1341.66,,,,
18184,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar thermal energy,Solar thermal energy,All types,2021,,,,0.06,,
18185,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Solar energy,Solar thermal energy,Solar thermal energy,All types,2022,,,,9.21,,
18186,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2000,,,,,,0.0
18187,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2001,,,,,,0.0
18188,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2002,,,,,,0.0
18189,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2003,,,,,,0.0
18190,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2004,,,,,,0.48
18191,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2005,,,,,,0.24
18192,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2006,,,,,,0.43
18193,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2007,,,,,,0.43
18194,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2008,,,,,,0.42
18195,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2009,,,,,,0.42
18196,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2010,,,,,,0.41
18197,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2011,,,,,,0.41
18198,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2012,,,,,,0.4
18199,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2013,,,,,,0.4
18200,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2014,,,,,,0.4
18201,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2015,,,,,,0.39
18202,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2016,,,,,,0.39
18203,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2017,,,,,,0.38
18204,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2018,,,,,,0.38
18205,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2019,,,,,,0.37
18206,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2020,,,,,,0.36
18207,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2021,,,,0.05,0.05,0.36
18208,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2022,,,,,,0.36
18209,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2023,,,,,,0.35
18210,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2004,51.0,20.0,,,,
18211,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2005,50.0,10.0,,,,
18212,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2006,62.98,18.0,,,,
18213,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2007,49.89,18.0,,,,
18214,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2008,53.92,18.0,,,,
18215,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2009,57.71,18.0,,,,
18216,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2010,38.57,18.0,,,,
18217,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2011,41.27,18.0,,,,
18218,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2012,54.86,18.0,,,,
18219,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2013,57.63,18.0,,,,
18220,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2014,70.23,18.0,,,,
18221,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2015,68.38,18.0,,,,
18222,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2016,50.89,18.0,,,,
18223,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2017,8.46,18.0,,,,
18224,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2018,55.44,18.0,,,,
18225,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2019,63.32,18.42,,,,
18226,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020,10.12,18.42,,,,
18227,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021,60.46,18.42,,,,
18228,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022,74.3,33.8,,,,
18229,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2023,203.34,33.8,,,,
18230,Americas,Latin America and the Caribbean,Colombia,COL,170,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2024,,33.8,,,,
24538,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2011,3.07,4.8,,,,
24539,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2012,27.35,5.05,,,,
24540,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2013,29.81,4.8,,,,
24541,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2014,30.32,5.05,,,,
24542,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2015,36.5,8.25,,,,
24543,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2016,51.18,8.0,,,,
24544,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2017,41.94,8.0,,,,
24545,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2018,50.6,10.4,,,,
24546,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2019,65.62,10.4,,,,
24547,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020,51.6,10.4,,,,
24548,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021,64.89,10.4,,,,
24549,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022,64.02,10.4,,,,
24550,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2023,69.46,12.8,,,,
24551,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2024,,12.8,,,,
24552,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2015,5.0,1.9,,,,
24553,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2016,5.0,1.9,,,,
24554,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2017,5.0,1.9,,,,
24555,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2000,95.0,17.8,,,,
24556,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2001,95.0,17.8,,,,
24557,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2002,95.0,17.8,,,,
24558,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2003,95.0,17.8,,,,
24559,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2004,95.0,17.8,,,,
24560,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2005,95.0,17.8,,,,
24561,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2006,95.0,17.8,,,,
24562,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2007,95.0,17.8,,,,
24563,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2008,95.0,17.8,,,,
24564,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2009,95.0,17.8,,,,
24565,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2010,162.2,42.2,,,,
24566,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2011,133.52,42.2,,,,
24567,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2012,185.54,38.7,,,,
24568,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2013,220.81,38.7,,,,
24569,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2014,205.59,38.7,,,,
24570,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2015,206.07,38.7,,,,
24571,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2016,243.08,63.7,,,,
24572,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2017,215.37,73.7,,,,
24573,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2018,195.19,73.7,,,,
24574,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2019,231.73,73.7,,,,
24575,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2020,230.82,73.7,,,,
24576,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2021,205.85,65.3,,,,
24577,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2022,232.58,72.55,,,,
24578,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2023,119.28,35.55,,,,
24579,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2024,,35.55,,,,
24580,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2000,34.22,17.2,,,,
24581,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2001,34.22,17.2,,,,
24582,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2002,47.53,17.2,,,,
24583,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2003,58.94,25.6,,,,
24584,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2004,58.94,25.6,,,,
24585,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2005,58.94,25.6,,,,
24586,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2006,58.94,25.6,,,,
24587,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2007,41.28,12.6,,,,
24588,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2008,54.59,22.4,,,,
24589,Americas,Latin America and the Caribbean,Peru,PER,604,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2009,102.12,57.4,,,,
